County,Precinct,Precinct ID,Freddie Dickson,Donna Edwards,Ralph Jaffe,Theresa Scaldaferri,Charles Smith,Violet Staley,Blaine Taylor,Ed Tinus,Chris Van Hollen,Lih Young
Alegany,100,001-000,1,12,0,3,2,0,1,1,29,0
Alegany,200,002-000,2,14,1,0,2,3,3,1,24,1
Alegany,300,003-000,3,12,0,1,3,2,1,2,21,1
Alegany,402,004-002,2,13,1,3,3,6,4,1,28,4
Alegany,403,004-003,3,36,2,4,6,2,3,0,75,2
Alegany,404,004-004,7,46,3,1,2,4,5,1,101,3
Alegany,405,004-005,1,25,1,0,1,2,0,1,43,2
Alegany,408,004-008,9,50,3,3,4,3,4,1,77,2
Alegany,504,005-004,5,34,3,3,2,0,3,3,77,3
Alegany,506,005-006,3,16,1,0,1,2,4,1,27,0
Alegany,601,006-001,2,56,1,3,3,4,4,0,104,4
Alegany,603,006-003,3,28,1,4,3,4,2,0,38,2
Alegany,605,006-005,4,45,1,5,1,3,3,1,87,4
Alegany,606,006-006,2,38,4,3,9,1,5,1,62,0
Alegany,701,007-001,5,48,3,4,3,1,9,0,96,6
Alegany,702,007-002,3,43,2,3,5,2,3,1,92,1
Alegany,800,008-000,9,54,2,6,4,6,10,0,89,6
Alegany,900,009-000,4,21,1,1,1,0,4,1,16,0
Alegany,1000,010-000,2,21,1,3,1,1,2,0,38,0
Alegany,1100,011-000,4,31,1,6,1,3,3,2,71,3
Alegany,1200,012-000,13,74,5,4,2,6,6,2,127,1
Alegany,1300,013-000,7,37,2,2,4,5,8,0,59,5
Alegany,1400,014-000,3,10,0,4,0,4,0,0,32,0
Alegany,1600,016-000,3,35,1,1,7,2,2,1,62,3
Alegany,1800,018-000,4,27,3,1,3,2,1,1,50,1
Alegany,2000,020-000,4,22,5,3,4,0,6,1,55,4
Alegany,2100,021-000,2,20,2,2,2,1,2,2,51,0
Alegany,2201,022-001,7,41,2,2,3,3,4,3,80,3
Alegany,2202,022-002,0,4,0,1,0,0,0,0,2,0
Alegany,2300,023-000,7,70,3,8,6,7,8,2,128,5
Alegany,2400,024-000,4,30,0,4,2,1,3,0,58,3
Alegany,2600,026-000,10,78,4,8,4,11,7,1,126,5
Alegany,2901,029-001,11,52,5,5,4,7,6,1,116,4
Alegany,2902,029-002,6,46,2,6,7,1,2,1,124,2
Alegany,2903,029-003,5,41,2,2,1,0,2,2,95,1
Alegany,3100,031-000,7,29,2,1,0,0,1,1,41,1
Alegany,3400,034-000,5,39,2,4,4,1,8,3,97,3
Alegany,6001,EVC-1,0,0,0,0,0,0,0,0,0,0
Alegany,7000,Absentee 1,0,0,0,0,0,0,0,0,0,0
Alegany,7500,Provisional,0,0,0,0,0,0,0,0,0,0
Alegany,8000,Absentee 2,0,0,0,0,0,0,0,0,0,0
Caroline,101,001-001,2,29,3,4,2,1,3,4,51,1
Caroline,201,002-001,3,77,7,10,7,8,5,2,146,2
Caroline,301,003-001,9,141,8,17,6,8,3,1,164,7
Caroline,401,004-001,2,103,5,6,3,5,0,1,100,2
Caroline,501,005-001,16,95,4,6,11,9,1,1,99,0
Caroline,601,006-001,3,35,2,4,1,0,5,1,71,3
Caroline,701,007-001,9,89,3,13,5,6,4,1,119,3
Caroline,801,008-001,4,25,2,4,0,3,1,1,49,2
Caroline,6001,EVC-1,0,0,0,0,0,0,0,0,0,0
Caroline,7000,Absentee 1,0,0,0,0,0,0,0,0,0,0
Caroline,7500,Provisional,0,0,0,0,0,0,0,0,0,0
Caroline,8000,Absentee 2,0,0,0,0,0,0,0,0,0,0
Carroll,101,001-001,7,94,4,6,8,16,9,2,330,4
Carroll,201,002-001,2,22,0,4,2,6,0,0,81,0
Carroll,202,002-002,2,25,1,4,1,8,1,1,96,2
Carroll,301,003-001,9,63,6,11,1,6,3,2,194,4
Carroll,401,004-001,12,114,6,10,2,10,4,6,424,4
Carroll,402,004-002,3,31,1,2,4,6,3,2,160,6
Carroll,403,004-003,5,75,3,8,2,7,1,1,296,5
Carroll,501,005-001,0,69,4,1,2,7,1,2,271,5
Carroll,502,005-002,4,93,8,10,5,9,3,2,420,6
Carroll,503,005-003,2,64,7,8,2,5,2,1,236,5
Carroll,504,005-004,11,167,7,19,4,12,4,2,627,9
Carroll,505,005-005,1,57,2,11,1,6,2,0,195,3
Carroll,506,005-006,0,19,1,1,0,1,2,1,69,0
Carroll,601,006-001,3,74,5,10,4,13,3,2,248,5
Carroll,602,006-002,5,88,6,17,0,8,4,3,276,6
Carroll,701,007-001,3,24,0,4,0,1,1,0,85,1
Carroll,702,007-002,2,44,5,4,2,6,3,5,198,6
Carroll,703,007-003,3,58,4,6,4,7,8,1,188,6
Carroll,704,007-004,8,106,3,11,3,10,5,3,376,10
Carroll,705,007-005,4,16,1,2,2,0,0,1,114,2
Carroll,706,007-006,2,34,2,3,1,4,1,1,178,4
Carroll,707,007-007,14,104,5,10,1,9,5,1,376,8
Carroll,708,007-008,3,24,0,2,0,1,1,0,113,1
Carroll,801,008-001,6,54,3,14,3,6,4,3,285,5
Carroll,802,008-002,8,50,4,8,3,5,0,4,211,5
Carroll,803,008-003,2,46,6,4,4,4,2,2,161,4
Carroll,901,009-001,3,59,7,9,5,4,4,0,241,1
Carroll,902,009-002,2,16,2,0,1,2,0,0,124,2
Carroll,1001,010-001,1,10,1,3,2,1,0,2,35,1
Carroll,1101,011-001,2,40,2,3,4,3,1,1,149,3
Carroll,1201,012-001,2,20,0,0,2,3,2,0,69,2
Carroll,1301,013-001,3,114,7,11,9,15,8,1,558,4
Carroll,1401,014-001,4,56,0,10,1,5,1,3,238,1
Carroll,1402,014-002,11,89,4,4,5,12,7,5,386,2
Carroll,1403,014-003,0,7,0,0,1,1,0,0,55,2
Carroll,6001,EVC-1,0,0,0,0,0,0,0,0,0,0
Carroll,7000,Absentee 1,0,0,0,0,0,0,0,0,0,0
Carroll,7500,Provisional,0,0,0,0,0,0,0,0,0,0
Carroll,8000,Absentee 2,0,0,0,0,0,0,0,0,0,0
Cecil,101,001-001,9,65,10,8,6,6,10,2,184,8
Cecil,201,002-001,6,63,3,5,2,3,5,0,107,8
Cecil,202,002-002,8,48,9,8,6,5,3,3,71,7
Cecil,301,003-001,19,149,13,22,13,13,3,1,162,2
Cecil,302,003-002,2,24,2,3,4,4,2,1,49,1
Cecil,303,003-003,15,106,9,8,11,13,2,1,106,7
Cecil,304,003-004,1,8,3,0,2,0,1,0,12,0
Cecil,305,003-005,4,32,1,7,1,4,3,2,33,3
Cecil,306,003-006,3,40,5,5,3,5,4,0,76,0
Cecil,307,003-007,9,87,6,11,6,6,5,2,76,2
Cecil,401,004-001,7,145,5,15,2,10,7,2,192,4
Cecil,402,004-002,4,80,1,18,4,10,5,0,66,3
Cecil,501,005-001,7,56,9,8,1,9,2,1,108,5
Cecil,502,005-002,8,52,11,6,3,5,5,1,110,2
Cecil,503,005-003,14,77,12,15,5,10,2,1,201,10
Cecil,504,005-004,3,48,4,9,4,9,4,3,89,3
Cecil,505,005-005,8,88,12,9,7,8,4,5,141,5
Cecil,506,005-006,1,12,3,3,0,0,0,0,30,3
Cecil,601,006-001,11,57,10,14,9,11,7,3,184,3
Cecil,602,006-002,9,54,9,6,4,7,1,1,159,8
Cecil,603,006-003,2,13,2,3,0,1,0,1,31,1
Cecil,701,007-001,6,56,4,10,7,5,1,5,156,7
Cecil,702,007-002,4,124,8,8,2,15,0,1,226,6
Cecil,703,007-003,0,23,2,4,0,1,2,2,41,0
Cecil,704,007-004,2,7,1,3,0,0,2,0,24,0
Cecil,801,008-001,5,40,6,7,4,2,3,3,121,4
Cecil,901,009-001,5,25,2,5,5,2,1,0,86,2
Cecil,902,009-002,2,36,6,8,1,6,2,0,58,2
Cecil,6001,EVC-1,0,0,0,0,0,0,0,0,0,0
Cecil,7000,Absentee 1,0,0,0,0,0,0,0,0,0,0
Cecil,7500,Provisional,0,0,0,0,0,0,0,0,0,0
Cecil,8000,Absentee 2,0,0,0,0,0,0,0,0,0,0
Charles,101,001-001,9,186,2,11,11,5,3,6,167,3
Charles,102,001-002,5,96,4,8,5,0,2,0,170,3
Charles,103,001-003,8,130,2,12,6,8,4,2,159,6
Charles,104,001-004,6,78,4,2,6,1,4,1,134,0
Charles,201,002-001,5,51,2,1,3,2,5,3,79,2
Charles,301,003-001,7,112,2,6,8,4,3,0,123,3
Charles,401,004-001,7,82,6,5,4,3,4,1,122,2
Charles,402,004-002,3,36,9,2,2,1,1,3,65,1
Charles,501,005-001,15,116,5,6,7,3,9,4,173,6
Charles,601,006-001,8,116,3,8,5,6,3,1,177,3
Charles,602,006-002,15,366,2,8,6,6,3,0,255,7
Charles,603,006-003,15,319,5,8,11,8,5,0,134,3
Charles,604,006-004,27,454,8,6,6,9,3,0,206,7
Charles,605,006-005,23,418,2,15,7,10,2,2,179,5
Charles,606,006-006,16,309,4,7,14,11,7,3,199,3
Charles,607,006-007,22,298,5,15,8,6,3,1,157,11
Charles,608,006-008,16,195,4,9,7,7,4,2,116,2
Charles,609,006-009,12,214,7,5,6,8,1,1,221,3
Charles,610,006-010,15,518,4,6,11,7,7,4,204,6
Charles,611,006-011,15,281,1,6,4,7,2,3,136,3
Charles,612,006-012,9,147,1,5,2,2,6,1,89,0
Charles,613,006-013,13,410,13,4,7,11,9,1,232,4
Charles,614,006-014,12,434,4,8,11,6,4,1,291,4
Charles,615,006-015,18,294,6,5,10,6,4,1,126,5
Charles,616,006-016,14,207,6,5,3,2,4,1,112,3
Charles,617,006-017,7,149,1,4,4,4,2,0,96,5
Charles,618,006-018,24,510,7,9,10,8,2,0,178,4
Charles,619,006-019,9,278,1,12,7,11,0,0,137,7
Charles,620,006-020,6,123,3,6,4,1,1,1,103,2
Charles,621,006-021,10,204,2,8,6,4,6,0,103,5
Charles,622,006-022,10,207,2,11,2,5,3,0,113,3
Charles,701,007-001,6,52,0,2,3,2,1,0,68,1
Charles,702,007-002,15,271,6,8,13,7,5,1,153,4
Charles,703,007-003,16,350,7,7,4,5,10,3,227,6
Charles,704,007-004,9,344,3,5,9,8,6,0,161,2
Charles,801,008-001,9,171,6,7,8,10,4,1,223,3
Charles,802,008-002,13,193,2,11,9,2,5,0,177,6
Charles,803,008-003,7,164,4,3,2,3,6,1,143,2
Charles,804,008-004,5,226,7,10,9,4,3,1,219,5
Charles,805,008-005,0,15,1,1,3,1,0,0,23,1
Charles,901,009-001,12,202,3,7,3,3,3,1,154,4
Charles,902,009-002,10,117,4,5,6,7,3,0,143,4
Charles,1001,010-001,8,233,5,7,8,5,5,3,160,11
Charles,6001,EVC-1,0,0,0,0,0,0,0,0,0,0
Charles,6002,EVC-2,0,0,0,0,0,0,0,0,0,0
Charles,7000,Absentee 1,0,0,0,0,0,0,0,0,0,0
Charles,7500,Provisional,0,0,0,0,0,0,0,0,0,0
Charles,8000,Absentee 2,0,0,0,0,0,0,0,0,0,0
Frederick,101,001-001,3,89,3,12,9,8,6,2,222,3
Frederick,102,001-002,14,139,6,16,9,16,12,2,220,11
Frederick,103,001-003,5,74,4,7,5,8,4,1,142,6
Frederick,201,002-001,14,174,8,13,12,11,13,1,213,10
Frederick,202,002-002,3,57,2,7,8,2,1,1,94,3
Frederick,203,002-003,7,136,7,9,12,17,7,2,339,4
Frederick,204,002-004,25,198,8,20,16,24,17,1,263,13
Frederick,205,002-005,10,167,8,16,13,16,9,3,562,10
Frederick,206,002-006,13,130,7,12,11,8,8,3,212,5
Frederick,207,002-007,14,164,3,19,13,13,11,5,300,10
Frederick,208,002-008,13,180,7,17,8,16,7,2,244,12
Frederick,210,002-010,13,164,7,24,18,10,8,3,314,16
Frederick,211,002-011,9,108,2,13,16,12,5,1,184,9
Frederick,213,002-013,12,139,5,7,12,14,3,3,193,9
Frederick,214,002-014,3,62,10,9,2,3,4,1,135,2
Frederick,215,002-015,1,112,4,9,8,4,6,2,332,6
Frederick,216,002-016,6,106,2,14,7,9,5,1,150,9
Frederick,217,002-017,19,112,2,12,12,9,6,2,107,11
Frederick,218,002-018,5,66,4,11,3,7,6,1,120,5
Frederick,301,003-001,2,46,4,5,12,2,5,3,158,3
Frederick,302,003-002,2,78,4,7,19,5,3,0,313,7
Frederick,303,003-003,3,47,4,3,13,13,0,0,179,4
Frederick,401,004-001,1,16,1,2,8,0,0,1,35,1
Frederick,501,005-001,8,62,4,9,12,6,7,2,244,4
Frederick,601,006-001,2,20,3,4,5,1,2,1,108,0
Frederick,701,007-001,6,55,1,7,4,9,4,1,163,0
Frederick,702,007-002,12,144,10,10,14,16,7,2,315,16
Frederick,703,007-003,6,55,4,7,6,5,2,1,185,3
Frederick,704,007-004,4,70,1,4,4,4,3,0,167,3
Frederick,705,007-005,0,3,0,1,0,0,0,0,5,0
Frederick,706,007-006,0,1,0,0,0,0,0,0,0,0
Frederick,707,007-007,0,3,0,1,2,0,2,0,23,0
Frederick,801,008-001,4,24,3,3,8,3,4,4,130,1
Frederick,901,009-001,10,67,6,10,6,7,2,0,221,4
Frederick,902,009-002,4,70,8,5,8,9,5,3,247,9
Frederick,903,009-003,2,19,0,2,1,2,3,0,34,1
Frederick,904,009-004,4,43,5,8,6,7,6,1,236,5
Frederick,905,009-005,0,20,2,3,7,4,3,1,120,1
Frederick,906,009-006,14,81,2,11,6,17,6,1,242,4
Frederick,907,009-007,10,96,5,10,11,12,4,4,330,5
Frederick,908,009-008,0,35,2,8,4,3,2,2,128,3
Frederick,909,009-009,0,24,2,1,1,2,1,0,52,2
Frederick,1001,010-001,2,10,2,1,9,6,1,1,67,2
Frederick,1101,011-001,2,30,2,3,8,6,2,2,150,3
Frederick,1201,012-001,0,66,5,10,15,6,3,0,197,6
Frederick,1202,012-002,0,0,0,0,1,0,0,0,0,0
Frederick,1301,013-001,6,90,6,17,9,11,8,1,381,7
Frederick,1302,013-002,0,0,0,0,1,0,0,1,8,0
Frederick,1303,013-003,1,8,0,2,0,0,1,0,24,0
Frederick,1401,014-001,4,74,5,8,23,13,4,2,268,4
Frederick,1402,014-002,0,6,1,1,2,1,1,0,42,2
Frederick,1501,015-001,0,36,5,8,9,5,5,0,139,1
Frederick,1502,015-002,3,56,7,11,16,5,13,2,161,2
Frederick,1601,016-001,9,70,4,9,18,4,5,2,245,3
Frederick,1701,017-001,4,22,2,2,7,1,2,0,93,2
Frederick,1801,018-001,3,62,6,6,3,9,2,1,260,2
Frederick,1802,018-002,7,38,2,6,1,6,7,5,144,1
Frederick,1803,018-003,4,24,0,1,2,3,2,2,121,0
Frederick,1901,019-001,1,20,1,1,4,1,1,0,86,1
Frederick,2001,020-001,3,31,5,4,10,3,5,1,141,4
Frederick,2101,021-001,1,24,3,2,9,5,2,0,143,2
Frederick,2102,021-002,6,72,0,6,6,12,5,1,169,3
Frederick,2103,021-003,2,32,3,3,3,5,1,1,132,3
Frederick,2104,021-004,5,92,4,11,5,11,6,1,190,3
Frederick,2107,021-007,2,15,1,0,3,1,0,0,61,0
Frederick,2108,021-008,0,0,0,0,0,0,0,0,0,1
Frederick,2201,022-001,3,20,1,1,4,1,2,0,131,2
Frederick,2202,022-002,0,0,0,0,0,0,0,0,0,0
Frederick,2301,023-001,19,168,9,18,16,14,8,3,327,12
Frederick,2302,023-002,1,0,1,0,0,0,0,0,5,0
Frederick,2401,024-001,3,38,2,2,8,6,7,2,198,7
Frederick,2402,024-002,2,18,0,1,4,4,1,0,95,3
Frederick,2403,024-003,0,21,1,0,1,2,1,1,81,1
Frederick,2404,024-004,0,0,0,0,0,0,0,0,0,0
Frederick,2405,024-005,3,38,4,4,4,3,1,0,74,3
Frederick,2406,024-006,0,0,0,0,0,0,0,0,1,0
Frederick,2501,025-001,3,105,8,9,20,12,10,2,221,8
Frederick,2601,026-001,5,97,8,12,17,11,6,0,326,5
Frederick,2602,026-002,4,73,6,8,14,6,7,1,241,3
Frederick,6001,EVC-1,28,619,17,45,50,42,23,12,1960,30
Frederick,6002,EVC-2,2,54,4,7,14,6,4,1,288,2
Frederick,6003,EVC-3,10,183,6,13,8,21,10,2,702,6
Frederick,7000,Absentee 1,19,263,5,23,21,29,6,7,491,15
Frederick,7500,Provisional,8,98,2,16,8,21,8,3,117,8
Frederick,8000,Absentee 2,17,202,6,14,9,26,7,3,359,12
Garrett,100,001-000,4,37,5,5,1,6,1,2,34,0
Garrett,200,002-000,7,32,1,3,3,5,5,2,26,4
Garrett,301,003-001,8,45,3,4,2,5,3,0,32,3
Garrett,302,003-002,3,18,0,1,2,3,1,0,13,0
Garrett,400,004-000,2,9,0,1,2,3,3,0,14,2
Garrett,500,005-000,5,35,1,7,9,2,3,0,36,4
Garrett,600,006-000,3,45,6,7,3,4,0,4,48,3
Garrett,700,007-000,8,26,2,5,3,4,4,1,32,3
Garrett,801,008-001,5,12,1,3,3,0,5,0,6,1
Garrett,802,008-002,1,6,1,3,0,1,3,0,8,1
Garrett,900,009-000,2,19,3,4,2,3,3,1,39,2
Garrett,1000,010-000,6,25,5,3,8,4,2,2,23,0
Garrett,1100,011-000,0,4,0,0,0,0,0,0,2,0
Garrett,1200,012-000,1,10,2,2,1,1,1,0,10,0
Garrett,1300,013-000,6,22,2,6,2,1,2,1,6,1
Garrett,1401,014-001,7,31,2,4,6,5,2,0,37,1
Garrett,1402,014-002,3,17,1,0,3,2,0,1,10,0
Garrett,1500,015-000,1,9,0,1,0,0,1,0,18,0
Garrett,1600,016-000,10,41,7,4,8,6,6,2,26,4
Garrett,6001,EVC-1,0,0,0,0,0,0,0,0,0,0
Garrett,6002,EVC-2,0,0,0,0,0,0,0,0,0,0
Garrett,7000,Absentee 1,0,0,0,0,0,0,0,0,0,0
Garrett,7500,Provisional,0,0,0,0,0,0,0,0,0,0
Garrett,8000,Absentee 2,0,0,0,0,0,0,0,0,0,0
Harford,101,001-001,17,244,3,11,9,7,2,1,135,11
Harford,102,001-002,4,109,1,7,3,3,1,2,147,1
Harford,103,001-003,8,86,2,5,4,4,5,3,94,3
Harford,104,001-004,9,146,9,8,0,8,2,0,205,3
Harford,105,001-005,3,143,3,3,1,3,7,2,123,4
Harford,106,001-006,11,174,6,10,7,11,6,3,103,2
Harford,107,001-007,2,38,0,2,1,1,5,0,109,0
Harford,108,001-008,5,117,5,8,5,11,5,1,209,9
Harford,109,001-009,5,87,5,2,3,7,4,1,149,4
Harford,110,001-010,10,234,8,11,6,9,5,1,205,6
Harford,111,001-011,4,70,6,11,2,5,4,1,218,5
Harford,112,001-012,8,94,1,2,4,1,2,0,195,6
Harford,113,001-013,1,54,0,2,0,3,1,0,63,4
Harford,114,001-014,6,93,6,6,4,12,2,1,265,5
Harford,115,001-015,12,124,1,11,2,8,4,0,167,3
Harford,116,001-016,4,209,5,1,4,6,5,0,187,6
Harford,117,001-017,0,17,2,2,0,3,2,1,30,0
Harford,118,001-018,6,106,5,6,0,2,0,0,120,1
Harford,119,001-019,11,251,2,5,4,7,4,4,133,1
Harford,120,001-020,26,254,0,9,5,14,4,0,168,8
Harford,121,001-021,1,19,0,3,1,4,1,1,52,1
Harford,122,001-022,0,7,0,0,0,0,0,0,12,0
Harford,123,001-023,1,21,0,0,0,1,0,1,20,1
Harford,124,001-024,1,29,1,4,2,3,1,0,46,1
Harford,125,001-025,0,0,0,0,0,0,0,0,4,1
Harford,126,001-026,3,54,1,4,0,3,0,1,88,1
Harford,127,001-027,3,42,0,3,0,0,1,0,73,2
Harford,141,001-041,10,97,4,9,2,7,4,0,154,2
Harford,145,001-045,2,75,2,6,0,8,2,5,191,6
Harford,201,002-001,0,37,2,1,0,1,1,0,24,1
Harford,202,002-002,6,80,8,7,4,4,5,3,266,5
Harford,203,002-003,3,80,2,6,0,2,0,1,106,2
Harford,204,002-004,0,10,0,0,0,1,0,0,12,0
Harford,205,002-005,0,2,0,1,0,0,0,0,4,1
Harford,207,002-007,1,3,0,0,0,0,0,0,2,0
Harford,210,002-010,6,207,4,4,2,8,3,0,156,2
Harford,211,002-011,2,140,2,7,0,4,1,1,146,4
Harford,214,002-014,6,140,3,7,2,10,3,1,84,1
Harford,215,002-015,4,175,1,2,6,13,3,0,143,4
Harford,219,002-019,0,23,0,0,0,1,0,0,10,1
Harford,220,002-020,0,1,1,0,0,0,0,0,0,0
Harford,221,002-021,1,3,0,0,1,0,0,1,3,0
Harford,222,002-022,0,0,0,0,0,0,0,0,4,1
Harford,302,003-002,3,56,7,5,1,5,1,2,184,3
Harford,303,003-003,6,41,6,14,1,4,5,4,255,2
Harford,304,003-004,2,35,1,6,5,2,1,0,97,4
Harford,305,003-005,5,63,3,6,1,6,4,5,181,1
Harford,306,003-006,3,48,5,6,4,1,3,4,238,2
Harford,307,003-007,7,50,1,8,1,2,5,0,152,2
Harford,308,003-008,9,55,6,13,0,5,4,1,201,1
Harford,309,003-009,3,65,11,7,0,6,3,4,251,3
Harford,310,003-010,1,66,5,6,3,9,3,1,216,4
Harford,311,003-011,2,51,3,4,2,5,0,0,150,2
Harford,312,003-012,5,51,3,5,3,8,4,2,155,4
Harford,313,003-013,3,55,6,6,2,6,3,3,218,8
Harford,314,003-014,2,34,4,4,2,4,1,0,118,2
Harford,315,003-015,3,58,3,3,2,1,1,2,96,5
Harford,316,003-016,2,50,6,10,4,3,6,0,163,3
Harford,317,003-017,2,49,4,1,2,2,1,0,185,3
Harford,318,003-018,2,47,5,11,4,4,0,1,127,4
Harford,319,003-019,8,70,3,8,0,7,5,2,165,3
Harford,320,003-020,3,51,2,8,5,1,0,5,152,3
Harford,321,003-021,4,70,6,5,0,4,2,1,152,6
Harford,322,003-022,9,62,5,13,5,4,1,5,146,2
Harford,323,003-023,3,79,6,6,1,6,3,0,228,2
Harford,324,003-024,1,36,2,3,1,4,2,3,122,2
Harford,326,003-026,0,10,2,3,0,2,0,0,39,2
Harford,327,003-027,0,9,2,0,0,1,0,1,29,1
Harford,401,004-001,0,20,3,9,0,2,2,2,104,1
Harford,402,004-002,2,43,4,10,2,1,2,3,173,2
Harford,403,004-003,6,55,9,4,8,4,9,6,155,2
Harford,404,004-004,5,50,3,5,1,3,2,2,130,2
Harford,405,004-005,5,47,5,4,1,2,1,0,164,4
Harford,406,004-006,2,22,2,3,1,8,4,1,112,1
Harford,407,004-007,1,20,2,2,0,0,2,0,80,2
Harford,501,005-001,3,46,5,7,4,1,7,2,155,2
Harford,502,005-002,1,39,0,4,3,3,3,0,116,3
Harford,503,005-003,4,44,4,8,5,4,3,1,152,5
Harford,504,005-004,0,42,5,2,5,1,4,1,99,3
Harford,601,006-001,5,132,8,5,1,8,1,0,128,5
Harford,602,006-002,5,121,6,10,1,11,4,1,166,3
Harford,603,006-003,10,90,7,5,2,7,3,1,184,7
Harford,604,006-004,1,3,0,0,0,1,0,0,23,0
Harford,605,006-005,1,29,0,0,1,0,0,0,12,1
