County,Precinct,Freddie Dickson,Donna Edwards,Ralph Jaffe,Theresa Scaldaferri,Charles Smith,Violet Staley,Blaine Taylor,Ed Tinus,Chris Van Hollen,Lih Young
Montgomery,806,1,189,4,8,6,7,2,1,452,6
Montgomery,807,3,157,5,5,3,6,2,1,504,5
Montgomery,808,5,106,4,4,2,5,0,1,418,4
Montgomery,809,9,182,4,8,2,4,2,3,527,3
Montgomery,810,3,130,2,3,1,2,2,0,281,7
Montgomery,811,4,173,2,9,1,5,4,1,350,3
Montgomery,812,2,125,5,4,1,4,5,1,340,5
Montgomery,814,0,0,0,0,0,0,0,0,0,0
Montgomery,815,2,5,1,0,0,0,0,0,19,0
Montgomery,901,10,141,4,4,10,11,3,1,322,3
Montgomery,902,17,136,7,7,3,4,2,1,389,7
Montgomery,903,7,81,0,5,4,4,0,1,179,4
Montgomery,904,10,116,5,9,3,4,2,1,354,11
Montgomery,905,8,114,4,11,2,6,4,0,361,4
Montgomery,906,3,88,5,11,2,8,2,0,404,7
Montgomery,907,15,112,2,10,2,4,5,4,331,11
Montgomery,908,8,127,4,8,7,8,2,0,360,9
Montgomery,909,16,191,8,13,7,7,6,2,422,7
Montgomery,910,1,18,0,1,0,2,3,2,76,0
Montgomery,911,15,110,4,13,4,4,0,3,305,6
Montgomery,912,14,116,1,8,6,7,4,1,372,5
Montgomery,913,8,108,1,4,4,6,2,0,432,8
Montgomery,914,4,129,4,5,3,3,0,1,290,9
Montgomery,915,7,146,1,6,1,7,4,0,264,1
Montgomery,916,10,89,4,12,2,4,4,1,190,6
Montgomery,918,13,134,4,13,10,11,3,0,215,3
Montgomery,920,11,77,4,6,3,4,1,0,221,7
Montgomery,921,9,127,2,9,5,5,4,0,220,1
Montgomery,922,16,183,4,21,2,10,4,1,376,11
Montgomery,924,5,73,1,7,3,7,1,0,181,4
Montgomery,925,3,102,3,9,2,11,0,2,200,8
Montgomery,926,12,149,6,15,7,7,5,2,253,9
Montgomery,927,5,73,2,3,1,3,0,0,596,3
Montgomery,928,0,24,0,0,1,0,0,0,296,0
Montgomery,929,10,135,4,5,0,10,5,0,292,7
Montgomery,930,13,168,3,11,8,9,4,2,232,4
Montgomery,931,2,89,2,3,1,4,3,0,410,5
Montgomery,932,2,33,0,3,1,3,1,0,57,0
Montgomery,933,1,51,1,3,0,5,0,1,136,4
Montgomery,934,15,186,4,17,2,7,4,0,215,6
Montgomery,935,4,81,4,6,1,5,4,0,676,5
Montgomery,936,4,82,4,6,3,7,2,0,227,3
Montgomery,937,7,120,2,7,6,7,3,0,183,6
Montgomery,938,0,19,0,0,0,0,0,0,142,0
Montgomery,939,0,1,0,0,0,0,0,0,2,0
Montgomery,940,8,55,7,5,2,1,0,0,180,4
Montgomery,941,7,108,6,9,3,10,1,0,196,11
Montgomery,1001,1,33,0,2,1,3,1,0,173,1
Montgomery,1002,0,43,1,1,2,2,0,1,318,3
Montgomery,1003,4,60,2,3,1,1,0,0,418,5
Montgomery,1004,0,34,0,2,0,0,1,1,304,5
Montgomery,1005,2,37,1,1,1,2,1,0,369,5
Montgomery,1006,0,26,0,0,2,1,1,0,385,4
Montgomery,1007,5,64,1,2,1,3,1,0,511,4
Montgomery,1009,5,35,2,5,0,0,0,1,334,4
Montgomery,1010,2,44,2,1,0,1,0,2,500,5
Montgomery,1011,6,52,3,2,0,3,3,1,241,0
Montgomery,1012,4,71,2,2,3,1,0,0,553,5
Montgomery,1013,1,16,1,1,2,0,1,0,239,2
Montgomery,1100,3,45,2,3,2,2,0,1,254,3
Montgomery,1201,2,39,3,2,3,3,2,0,163,4
Montgomery,1202,3,38,0,8,2,3,3,1,187,1
Montgomery,1203,9,97,7,7,6,10,5,3,351,5
Montgomery,1204,6,86,2,6,3,2,0,3,203,6
Montgomery,1205,13,112,6,5,5,10,7,3,187,7
Montgomery,1301,3,93,3,3,0,6,1,0,328,2
Montgomery,1302,10,223,7,16,5,5,4,1,646,7
Montgomery,1303,1,55,3,0,1,1,0,1,564,0
Montgomery,1304,2,166,1,3,0,5,2,0,749,1
Montgomery,1305,3,235,2,7,5,6,0,0,395,6
Montgomery,1306,1,223,2,3,2,2,0,1,704,3
Montgomery,1307,2,138,2,4,0,2,1,0,696,2
Montgomery,1308,4,189,2,5,3,3,0,2,437,8
Montgomery,1310,7,158,2,2,1,12,2,0,219,5
Montgomery,1311,9,131,0,2,8,3,1,2,677,4
Montgomery,1313,2,185,4,4,1,5,1,2,406,1
Montgomery,1314,3,163,0,3,1,0,1,1,615,1
Montgomery,1315,7,276,6,8,3,1,1,1,645,6
Montgomery,1316,7,99,0,7,4,4,2,2,469,1
Montgomery,1318,3,186,1,2,3,2,2,0,484,1
Montgomery,1319,1,112,2,7,6,3,1,0,513,7
Montgomery,1320,1,35,2,3,3,0,0,0,359,2
Montgomery,1321,4,248,3,6,2,9,2,0,614,4
Montgomery,1322,5,252,1,6,3,1,3,0,415,2
Montgomery,1323,2,106,5,1,3,3,0,1,668,3
Montgomery,1324,3,77,3,2,3,1,0,0,572,1
Montgomery,1325,10,84,4,10,6,5,3,1,448,3
Montgomery,1327,4,108,2,8,3,2,3,0,512,7
Montgomery,1328,5,58,2,10,5,4,2,0,223,5
Montgomery,1329,6,103,3,9,7,4,3,0,442,3
Montgomery,1330,12,98,4,9,4,3,5,2,369,7
Montgomery,1331,1,81,1,3,2,7,0,2,412,2
Montgomery,1332,5,163,4,6,2,6,5,0,435,5
Montgomery,1333,6,67,0,5,1,4,1,0,348,2
Montgomery,1334,3,72,4,1,2,3,0,2,605,1
Montgomery,1335,5,96,5,10,4,9,1,1,411,7
Montgomery,1336,9,85,9,10,2,6,5,1,366,5
Montgomery,1337,11,76,3,10,6,3,3,0,221,2
Montgomery,1338,1,103,2,3,1,2,0,3,1023,4
Montgomery,1339,3,102,1,3,1,4,1,1,605,3
Montgomery,1340,2,88,2,3,3,3,1,2,483,2
Montgomery,1342,2,87,3,5,1,1,0,0,287,3
Montgomery,1343,4,60,2,11,2,2,1,0,294,5
Montgomery,1344,4,101,1,0,4,3,3,2,384,6
Montgomery,1345,5,58,3,4,5,5,0,0,257,4
Montgomery,1346,4,87,0,6,2,3,1,1,319,3
Montgomery,1347,5,283,2,10,2,7,5,1,421,4
Montgomery,1349,6,63,2,5,3,5,1,1,164,2
Montgomery,1350,3,102,1,2,0,1,0,0,511,0
Montgomery,1351,8,142,2,5,1,3,2,2,602,11
Montgomery,1352,5,103,1,3,2,1,1,0,365,0
Montgomery,1353,0,81,0,1,1,3,2,0,323,0
Montgomery,1354,1,81,4,3,1,2,1,1,484,2
Montgomery,1355,5,94,1,12,3,5,1,0,196,3
Montgomery,1356,3,128,8,9,4,7,0,0,423,7
Montgomery,1357,3,44,1,4,0,5,2,0,131,4
Montgomery,1358,5,167,2,5,2,13,5,3,774,1
Montgomery,1359,6,85,5,9,0,4,1,0,318,0
Montgomery,1360,0,0,0,0,0,0,0,0,0,0
Montgomery,1361,10,224,5,8,3,4,7,0,566,8
Montgomery,1363,3,47,1,4,1,1,2,0,150,2
Montgomery,1364,8,143,7,9,3,7,1,3,353,6
Montgomery,1365,5,117,1,5,2,5,3,0,212,5
Montgomery,1368,6,305,2,3,4,3,1,1,875,3
Montgomery,1369,2,62,5,1,0,0,1,0,597,0
Montgomery,1370,3,2,0,0,0,0,0,0,30,1
Montgomery,1371,1,44,2,3,0,2,0,0,423,0
Montgomery,6001,0,0,0,0,0,0,0,0,0,0
Montgomery,6002,0,0,0,0,0,0,0,0,0,0
Montgomery,6003,0,0,0,0,0,0,0,0,0,0
Montgomery,6004,0,0,0,0,0,0,0,0,0,0
Montgomery,6005,0,0,0,0,0,0,0,0,0,0
Montgomery,6006,0,0,0,0,0,0,0,0,0,0
Montgomery,6007,0,0,0,0,0,0,0,0,0,0
Montgomery,6008,0,0,0,0,0,0,0,0,0,0
Montgomery,6009,0,0,0,0,0,0,0,0,0,0
Montgomery,6010,0,0,0,0,0,0,0,0,0,0
Montgomery,7000,0,0,0,0,0,0,0,0,0,0
Montgomery,7500,0,0,0,0,0,0,0,0,0,0
Montgomery,8000,0,0,0,0,0,0,0,0,0,0
Prince Georges,101,18,283,3,14,3,9,4,1,312,9
Prince Georges,102,2,92,1,4,9,1,0,0,128,2
Prince Georges,103,18,290,7,16,8,9,2,0,216,5
Prince Georges,104,13,164,2,8,6,9,3,1,211,5
Prince Georges,105,6,195,7,11,5,9,4,1,281,9
Prince Georges,106,8,206,2,6,3,3,4,0,154,5
Prince Georges,107,4,85,3,7,1,2,0,1,336,3
Prince Georges,108,1,49,1,3,1,3,0,0,60,0
Prince Georges,201,7,176,2,6,3,3,2,2,58,1
Prince Georges,202,10,150,2,4,6,1,2,0,147,3
Prince Georges,203,6,390,2,4,3,5,5,1,252,4
Prince Georges,204,10,190,4,6,3,5,1,0,90,2
Prince Georges,205,8,192,1,7,4,3,3,0,59,7
Prince Georges,206,14,321,5,10,5,5,6,1,155,3
Prince Georges,207,3,303,2,5,1,4,4,2,287,1
Prince Georges,208,17,432,3,11,12,3,5,1,155,3
Prince Georges,209,22,391,4,13,9,3,3,0,134,5
Prince Georges,210,9,226,1,7,4,1,3,0,92,0
Prince Georges,301,4,135,2,1,2,4,2,0,74,1
Prince Georges,302,18,444,2,4,8,6,1,1,191,3
Prince Georges,303,14,605,4,6,6,4,2,2,264,2
Prince Georges,304,7,385,3,3,3,3,1,0,187,2
Prince Georges,305,3,312,1,0,4,1,5,0,160,0
Prince Georges,306,11,599,3,3,3,3,1,0,216,1
Prince Georges,307,3,67,0,1,1,2,0,0,29,1
Prince Georges,308,0,18,0,1,0,0,0,0,20,1
Prince Georges,401,4,119,1,4,0,2,0,0,177,3
Prince Georges,501,13,667,2,3,10,5,7,2,318,5
Prince Georges,502,6,337,1,3,2,4,1,0,205,2
Prince Georges,503,8,410,1,5,2,1,2,0,125,2
Prince Georges,504,10,479,4,3,6,4,4,0,168,1
Prince Georges,505,12,579,0,3,5,1,5,1,261,1
Prince Georges,506,9,455,1,5,2,3,3,2,175,3
Prince Georges,507,9,569,3,5,1,5,2,1,259,1
Prince Georges,508,8,210,3,0,2,4,4,0,220,4
Prince Georges,509,5,78,0,2,1,0,0,0,46,1
Prince Georges,510,5,149,1,0,2,2,0,0,76,0
Prince Georges,511,10,397,3,1,4,4,2,0,117,3
Prince Georges,512,16,473,6,6,8,9,5,1,233,4
Prince Georges,601,9,465,2,9,9,3,3,0,111,3
Prince Georges,602,2,240,0,3,2,0,1,1,82,1
Prince Georges,603,16,497,6,14,13,3,5,1,141,3
Prince Georges,604,11,383,0,6,5,4,6,0,80,1
Prince Georges,605,10,307,1,5,4,2,1,0,71,0
Prince Georges,606,15,327,3,4,3,2,2,0,103,1
Prince Georges,607,11,472,6,9,3,2,2,1,142,4
Prince Georges,608,9,301,4,1,1,0,2,0,83,0
Prince Georges,609,5,327,4,4,3,2,3,1,75,0
Prince Georges,610,10,448,2,6,8,4,1,0,124,4
Prince Georges,611,10,411,1,2,8,6,0,0,124,2
Prince Georges,612,8,254,2,1,3,1,2,0,53,4
Prince Georges,613,5,403,4,4,4,4,1,1,174,2
Prince Georges,614,2,90,0,3,2,1,0,0,20,0
Prince Georges,615,10,404,0,2,3,3,1,1,104,2
Prince Georges,616,10,343,1,5,4,2,1,0,87,1
Prince Georges,617,7,502,1,0,5,2,0,0,144,2
Prince Georges,618,10,275,0,6,4,5,5,0,101,1
Prince Georges,619,2,331,1,6,3,3,3,0,87,0
Prince Georges,620,7,536,1,5,6,2,2,0,129,0
Prince Georges,621,2,75,0,0,1,0,0,0,21,2
Prince Georges,622,13,430,0,3,5,3,0,1,89,2
Prince Georges,623,8,271,0,1,4,3,0,0,90,1
Prince Georges,624,1,142,0,0,0,1,1,0,35,0
Prince Georges,625,2,93,0,0,1,0,0,0,19,0
Prince Georges,626,2,176,1,2,1,1,1,0,55,0
Prince Georges,627,3,129,2,2,2,2,2,1,28,2
Prince Georges,628,1,128,0,0,1,0,1,0,37,1
Prince Georges,629,3,88,1,1,1,0,1,0,26,0
Prince Georges,701,0,138,0,0,1,0,0,0,85,0
Prince Georges,702,5,92,4,4,5,5,1,0,131,3
Prince Georges,703,7,116,3,9,4,9,2,2,185,5
Prince Georges,704,3,112,6,6,1,6,3,1,182,8
Prince Georges,705,10,170,8,5,3,3,0,1,217,9
Prince Georges,706,7,277,4,4,4,3,2,1,205,2
Prince Georges,707,6,347,0,3,4,7,2,2,194,3
Prince Georges,708,4,228,2,14,3,2,4,0,148,0
Prince Georges,709,14,606,2,8,6,7,4,0,306,5
Prince Georges,710,12,437,6,7,4,4,6,0,264,4
Prince Georges,711,15,631,1,1,7,2,1,0,280,1
Prince Georges,712,5,531,1,5,1,2,2,0,159,2
Prince Georges,713,11,467,3,2,1,2,0,0,216,0
Prince Georges,714,5,178,1,8,1,4,1,0,185,2
Prince Georges,715,9,405,2,2,2,2,4,0,190,0
Prince Georges,716,5,113,1,3,3,1,3,0,101,4
Prince Georges,717,4,173,3,3,1,5,2,0,108,0
Prince Georges,718,0,16,0,0,1,0,0,0,4,0
Prince Georges,719,3,52,0,0,0,3,0,0,42,0
Prince Georges,720,1,30,2,0,0,0,0,0,13,1
Prince Georges,721,1,34,0,0,0,2,0,0,20,0
Prince Georges,722,8,664,1,4,2,3,1,1,307,6
Prince Georges,723,2,313,0,1,3,3,1,0,146,2
Prince Georges,724,0,50,1,0,0,1,0,0,36,0
Prince Georges,801,1,90,3,4,2,1,3,0,57,1
Prince Georges,901,10,621,3,5,6,2,5,1,223,2
Prince Georges,902,6,246,2,6,2,1,2,0,95,1
Prince Georges,903,0,17,0,0,0,1,1,0,7,1
Prince Georges,904,4,325,3,6,2,3,3,1,173,0
Prince Georges,905,13,445,1,5,2,1,0,0,145,2
Prince Georges,906,15,608,0,5,8,1,2,0,243,3
Prince Georges,907,14,535,2,3,6,2,7,1,285,2
Prince Georges,908,20,767,5,6,16,7,4,1,388,3
Prince Georges,909,5,178,1,6,3,2,2,0,99,0
Prince Georges,910,13,349,1,3,4,4,4,0,161,5
Prince Georges,911,6,485,3,2,6,2,4,1,164,5
Prince Georges,912,2,23,0,0,0,0,0,0,11,1
Prince Georges,913,11,338,2,6,4,5,2,0,148,4
Prince Georges,914,0,0,0,0,0,0,0,0,0,0
Prince Georges,915,0,0,0,0,1,0,0,0,0,1
Prince Georges,1001,11,171,1,6,0,3,0,0,77,0
Prince Georges,1002,24,349,7,12,9,12,4,3,256,6
Prince Georges,1003,7,167,1,5,1,8,0,3,160,1
Prince Georges,1004,25,276,1,9,3,5,4,0,144,3
Prince Georges,1005,4,246,6,8,4,8,2,2,372,10
Prince Georges,1006,22,364,8,14,7,11,4,1,242,6
Prince Georges,1007,7,187,0,7,4,5,1,1,139,4
Prince Georges,1008,8,153,2,4,7,4,2,0,121,4
Prince Georges,1009,10,245,4,11,7,7,1,0,132,7
Prince Georges,1010,7,206,1,3,3,10,3,1,154,5
Prince Georges,1011,12,214,2,6,2,2,1,0,116,4
Prince Georges,1012,22,545,3,12,8,8,6,1,323,15
Prince Georges,1013,12,399,6,13,5,7,2,1,286,9
Prince Georges,1014,3,84,0,3,3,3,0,0,36,2
Prince Georges,1101,13,404,2,7,4,4,4,0,140,0
Prince Georges,1102,17,450,5,5,6,2,3,2,215,4
Prince Georges,1103,12,550,5,7,5,6,5,1,179,4
Prince Georges,1104,18,527,2,12,13,8,3,1,316,6
Prince Georges,1105,2,60,0,1,2,0,0,0,29,0
Prince Georges,1201,4,211,1,5,2,6,0,0,85,2
Prince Georges,1202,4,244,0,4,3,2,0,0,66,1
Prince Georges,1203,7,355,0,5,2,3,0,1,75,0
Prince Georges,1204,13,418,2,4,7,5,1,1,107,2
Prince Georges,1205,10,424,2,3,2,4,1,0,140,4
Prince Georges,1206,3,353,0,3,5,6,2,0,92,0
Prince Georges,1207,10,346,1,5,3,0,3,0,79,3
Prince Georges,1208,4,284,1,2,1,4,0,2,85,0
Prince Georges,1209,5,282,3,3,7,5,1,0,55,1
Prince Georges,1210,10,567,5,4,4,3,0,0,178,6
Prince Georges,1211,8,497,5,4,4,3,2,1,223,2
Prince Georges,1212,8,361,1,3,5,2,2,0,96,2
Prince Georges,1213,8,496,0,2,5,0,0,0,131,1
Prince Georges,1214,6,433,0,3,5,2,0,1,156,3
Prince Georges,1215,4,423,1,3,5,4,4,0,110,1
Prince Georges,1216,7,234,2,6,0,2,2,2,65,2
Prince Georges,1217,1,87,2,0,2,0,0,1,38,0
Prince Georges,1218,0,49,0,0,0,0,2,0,11,0
Prince Georges,1301,2,106,1,4,1,0,0,0,16,2
Prince Georges,1302,8,315,2,3,1,5,3,1,65,0
Prince Georges,1303,13,285,1,4,4,1,0,0,90,0
Prince Georges,1304,3,256,2,0,1,3,0,0,85,3
Prince Georges,1305,10,485,1,3,4,2,3,0,258,1
Prince Georges,1306,11,519,3,4,4,2,2,0,173,1
Prince Georges,1307,14,613,5,7,4,7,2,0,159,5
Prince Georges,1308,1,185,1,4,1,2,1,0,50,1
Prince Georges,1309,10,492,1,4,1,1,1,0,190,0
Prince Georges,1310,6,613,4,11,5,8,5,3,173,3
Prince Georges,1311,8,517,2,1,8,1,1,0,173,2
Prince Georges,1312,5,630,3,2,4,2,0,1,220,2
Prince Georges,1313,10,369,2,0,1,3,0,0,145,0
Prince Georges,1314,10,556,2,6,5,5,2,0,204,3
Prince Georges,1315,9,587,0,1,1,4,2,2,227,1
Prince Georges,1316,17,447,0,5,3,10,3,0,146,2
Prince Georges,1317,12,319,2,2,4,1,3,0,68,1
Prince Georges,1318,5,120,1,1,0,0,2,0,31,1
Prince Georges,1319,0,12,0,0,0,0,0,0,3,0
Prince Georges,1320,3,99,3,1,2,0,0,0,33,2
Prince Georges,1321,7,235,2,0,4,1,0,0,113,1
Prince Georges,1322,2,53,0,0,1,0,0,0,16,0
Prince Georges,1323,4,126,0,1,3,1,0,0,48,1
Prince Georges,1324,5,198,1,5,0,1,1,0,64,0
Prince Georges,1325,4,36,0,0,0,0,0,0,16,0
Prince Georges,1401,12,314,1,11,2,6,0,1,271,5
Prince Georges,1402,19,471,9,18,6,11,0,0,215,7
Prince Georges,1403,4,129,6,4,4,4,1,1,188,2
Prince Georges,1404,10,138,3,4,1,4,4,0,175,6
Prince Georges,1405,8,97,4,4,1,3,3,1,152,9
Prince Georges,1406,3,63,6,3,3,4,1,1,164,3
Prince Georges,1407,9,323,2,7,3,4,5,1,241,7
Prince Georges,1408,3,193,0,6,3,4,2,0,111,3
Prince Georges,1409,18,391,9,11,7,10,4,2,289,1
Prince Georges,1410,5,157,1,5,1,4,2,0,131,5
Prince Georges,1411,4,77,2,3,1,4,0,0,95,1
Prince Georges,1412,7,299,1,6,1,1,2,1,234,6
Prince Georges,1413,7,130,0,2,1,1,0,1,103,4
Prince Georges,1414,0,0,0,0,0,0,0,0,2,0
Prince Georges,1415,0,47,0,5,0,0,0,0,38,0
Prince Georges,1416,1,16,0,2,1,1,0,0,16,0
Prince Georges,1417,0,0,0,0,0,0,0,0,0,0
Prince Georges,1501,15,596,7,7,6,4,5,0,252,4
Prince Georges,1502,6,332,1,5,4,5,2,0,115,0
Prince Georges,1503,10,409,3,7,8,6,4,0,178,2
Prince Georges,1504,13,489,4,11,6,4,5,1,222,3
Prince Georges,1505,12,1041,4,11,8,5,4,3,362,8
Prince Georges,1506,11,401,3,7,5,9,2,0,193,4
Prince Georges,1601,7,77,0,3,3,3,2,0,46,1
Prince Georges,1602,1,91,3,1,1,1,1,0,103,2
Prince Georges,1603,12,458,4,12,8,3,5,1,665,6
Prince Georges,1604,5,273,2,10,6,5,3,0,273,2
Prince Georges,1605,0,14,1,1,1,0,0,0,7,0
Prince Georges,1701,4,333,1,10,3,3,4,1,352,4
Prince Georges,1702,4,207,3,5,3,3,3,0,191,3
Prince Georges,1703,5,121,3,11,3,7,4,0,215,9
Prince Georges,1704,11,225,1,2,5,4,3,2,138,1
Prince Georges,1705,8,134,1,2,1,2,0,1,165,1
Prince Georges,1706,5,119,3,7,4,4,0,0,96,3
Prince Georges,1707,8,351,1,11,5,5,1,1,316,0
Prince Georges,1708,0,68,1,3,1,3,1,0,57,3
Prince Georges,1709,8,144,0,7,2,4,1,1,134,4
Prince Georges,1710,22,375,3,21,7,9,9,1,260,6
Prince Georges,1711,13,226,0,6,4,1,0,1,315,3
Prince Georges,1712,10,196,1,7,7,10,1,0,198,7
Prince Georges,1713,0,15,2,1,2,1,0,0,15,2
Prince Georges,1714,5,174,8,10,5,7,1,0,88,2
Prince Georges,1715,1,22,0,0,0,1,0,0,14,0
Prince Georges,1801,8,447,2,5,7,2,0,0,125,1
Prince Georges,1802,1,201,0,1,0,2,0,2,50,0
Prince Georges,1803,3,197,1,5,7,3,1,0,51,0
Prince Georges,1804,2,183,1,4,2,0,0,0,55,1
Prince Georges,1805,5,186,1,1,2,1,2,0,54,1
Prince Georges,1806,5,528,1,7,1,1,0,0,147,0
Prince Georges,1807,10,411,2,5,3,4,4,1,104,1
Prince Georges,1808,10,226,1,4,4,2,2,0,87,2
Prince Georges,1809,12,363,0,6,1,2,2,0,96,1
Prince Georges,1810,6,196,0,0,0,1,1,0,58,0
Prince Georges,1811,4,258,2,6,3,3,1,0,57,2
Prince Georges,1812,1,25,0,0,0,0,0,0,7,0
Prince Georges,1813,0,78,0,2,0,0,1,0,26,0
Prince Georges,1814,2,66,0,0,1,1,0,0,21,1
Prince Georges,1815,0,10,0,0,0,2,0,0,3,0
Prince Georges,1816,0,9,0,0,0,0,0,0,1,0
Prince Georges,1901,16,234,3,8,8,3,2,0,229,4
Prince Georges,1902,13,184,4,17,3,6,4,3,124,5
Prince Georges,1903,3,171,5,2,2,5,3,2,439,5
Prince Georges,1904,7,170,2,8,5,2,2,1,64,0
Prince Georges,1905,0,0,0,0,0,0,0,0,0,0
Prince Georges,2001,18,337,4,8,3,8,1,0,200,6
Prince Georges,2002,5,96,1,0,1,3,3,0,41,0
Prince Georges,2003,4,327,2,6,6,4,1,0,101,0
Prince Georges,2004,14,266,3,5,4,3,1,0,86,1
Prince Georges,2005,14,210,5,7,11,9,2,1,195,2
Prince Georges,2006,13,199,3,9,1,2,1,0,131,0
Prince Georges,2007,4,238,0,2,2,2,0,1,74,3
Prince Georges,2008,8,182,3,5,1,1,1,0,75,1
Prince Georges,2009,11,276,1,2,2,2,0,0,118,1
Prince Georges,2010,9,107,2,2,0,3,1,0,71,2
Prince Georges,2011,19,367,5,9,2,2,2,0,125,0
Prince Georges,2012,9,179,4,6,2,3,1,0,67,4
Prince Georges,2013,2,59,0,4,0,2,2,0,23,0
Prince Georges,2014,2,29,1,1,0,1,0,0,16,2
Prince Georges,2015,0,0,0,0,0,0,0,0,0,0
Prince Georges,2016,4,59,1,0,1,1,1,0,25,0
Prince Georges,2017,1,1,0,0,0,2,0,0,0,0
Prince Georges,2018,6,84,0,1,3,1,0,0,19,1
Prince Georges,2019,17,265,3,4,3,3,1,0,93,2
Prince Georges,2020,4,59,1,0,2,1,0,0,19,0
Prince Georges,2021,7,86,2,2,0,2,2,1,78,1
Prince Georges,2101,11,167,5,9,4,7,4,2,247,4
Prince Georges,2102,2,103,3,5,0,5,1,2,222,2
Prince Georges,2103,5,334,2,8,6,6,1,3,524,8
Prince Georges,2104,11,134,4,9,5,5,3,1,169,9
Prince Georges,2105,8,192,2,9,3,7,2,0,142,5
Prince Georges,2106,1,252,1,4,4,2,3,0,443,3
Prince Georges,2107,10,133,7,11,1,10,5,1,253,3
Prince Georges,2108,16,216,5,3,2,6,1,0,98,5
Prince Georges,2109,5,96,3,1,4,2,3,0,105,1
Prince Georges,2110,11,146,6,8,3,5,4,0,194,8
Prince Georges,2111,8,299,3,8,5,7,1,1,202,5
Prince Georges,2112,2,42,1,4,1,3,0,0,107,0
Prince Georges,2113,15,353,3,10,7,4,4,0,248,5
Prince Georges,2114,8,149,1,11,2,2,0,1,152,3
Prince Georges,2115,3,120,2,2,3,2,0,1,146,4
Prince Georges,2116,15,230,1,10,1,2,1,1,149,4
Prince Georges,2117,11,179,14,16,9,20,4,2,192,20
Prince Georges,2118,12,345,2,9,5,9,4,4,209,3
Prince Georges,2119,0,0,0,0,0,0,0,0,1,0
Prince Georges,6001,0,0,0,0,0,0,0,0,0,0
Prince Georges,6002,0,0,0,0,0,0,0,0,0,0
Prince Georges,6003,0,0,0,0,0,0,0,0,0,0
Prince Georges,6004,0,0,0,0,0,0,0,0,0,0
Prince Georges,6005,0,0,0,0,0,0,0,0,0,0
Prince Georges,6006,0,0,0,0,0,0,0,0,0,0
Prince Georges,6007,0,0,0,0,0,0,0,0,0,0
Prince Georges,6008,0,0,0,0,0,0,0,0,0,0
Prince Georges,7000,0,0,0,0,0,0,0,0,0,0
Prince Georges,7500,0,0,0,0,0,0,0,0,0,0
Prince Georges,8000,0,0,0,0,0,0,0,0,0,0
Queen Anne's,101,1,36,2,2,2,0,2,2,71,3
Queen Anne's,201,4,84,6,9,7,6,2,4,203,4
Queen Anne's,301,5,54,2,4,1,2,4,0,111,3
Queen Anne's,302,3,75,2,7,0,9,3,2,160,3
Queen Anne's,401,10,64,9,7,3,7,1,2,138,2
Queen Anne's,402,5,71,1,8,4,7,1,3,234,6
Queen Anne's,403,2,75,7,6,6,4,3,1,217,3
Queen Anne's,406,4,37,3,7,2,3,2,0,176,4
Queen Anne's,501,2,39,1,3,1,2,0,1,99,0
Queen Anne's,502,6,128,2,4,6,10,1,2,233,3
Queen Anne's,601,3,21,1,3,1,0,0,1,61,1
Queen Anne's,701,2,79,3,3,3,4,0,1,111,2
Queen Anne's,6001,0,0,0,0,0,0,0,0,0,0
Queen Anne's,6002,0,0,0,0,0,0,0,0,0,0
Queen Anne's,7000,0,0,0,0,0,0,0,0,0,0
Queen Anne's,7500,0,0,0,0,0,0,0,0,0,0
Queen Anne's,8000,0,0,0,0,0,0,0,0,0,0
Somerset,101,6,30,2,1,2,4,1,0,34,1
Somerset,102,9,74,3,18,11,9,3,1,56,2
Somerset,103,8,12,0,2,4,5,2,1,7,0
Somerset,201,0,13,0,1,3,1,1,1,15,1
Somerset,301,0,27,2,3,2,3,6,1,50,4
Somerset,401,1,14,1,0,1,1,1,1,35,0
Somerset,501,3,28,0,3,5,3,3,3,29,1
Somerset,601,1,23,1,3,2,2,0,0,26,0
Somerset,701,8,59,7,7,8,13,8,2,64,2
Somerset,801,3,28,6,5,2,1,0,2,53,1
Somerset,802,1,11,2,2,4,0,2,0,8,0
Somerset,901,1,11,0,0,1,1,1,1,12,0
Somerset,1001,2,9,0,0,0,0,0,0,13,0
Somerset,1002,1,0,0,0,0,0,0,0,4,0
Somerset,1101,0,2,0,0,0,0,1,0,5,0
Somerset,1201,4,12,0,1,3,1,1,2,32,1
Somerset,1301,0,2,0,0,0,0,1,0,4,0
Somerset,1302,2,9,0,0,0,1,0,0,9,0
Somerset,1303,4,5,0,0,1,0,0,0,7,0
Somerset,1401,1,16,2,0,2,2,1,1,16,1
Somerset,1501,4,25,0,1,3,2,2,0,16,0
Somerset,1502,2,46,2,10,9,8,4,0,25,5
Somerset,1503,0,3,0,0,1,0,1,0,3,0
Somerset,6001,0,0,0,0,0,0,0,0,0,0
Somerset,7000,0,0,0,0,0,0,0,0,0,0
Somerset,7500,0,0,0,0,0,0,0,0,0,0
Somerset,8000,0,0,0,0,0,0,0,0,0,0
St Marys,101,12,110,8,9,4,11,13,3,177,7
St Marys,102,6,58,4,1,8,3,3,2,137,4
St Marys,201,7,61,7,5,4,5,7,7,116,6
St Marys,202,7,67,3,4,1,0,4,3,99,2
St Marys,203,0,29,4,2,0,4,3,3,49,1
St Marys,204,3,24,2,3,2,3,0,0,25,1
St Marys,301,2,66,2,9,4,5,7,0,98,2
